ethusdt_trade_datetime,ethusdt_trade_minute,predicted,return,trade_threshold,trade_mins
2018-06-22 08:33:59.000,25494273,0.7567304628935888,-0.13091641490432573,0.6000000000000001,25
2018-06-22 08:34:59.000,25494274,1.1192026577254819,0.6248478454921659,0.6000000000000001,25
2018-06-22 08:35:59.000,25494275,0.7990927903001765,0.7010057909174126,0.6000000000000001,25
2018-06-22 10:53:59.000,25494413,0.9835105869634042,-0.4065040650406505,0.6000000000000001,25
2018-06-22 10:54:59.000,25494414,0.7567539215309859,-0.6653548897498893,0.6000000000000001,25
2018-06-22 12:53:59.000,25494533,0.8844656637844257,-0.6980292169115409,0.6000000000000001,25
2018-06-22 13:06:59.000,25494546,0.74335201876891,-1.975345314124462,0.6000000000000001,25
2018-06-22 13:28:59.000,25494568,0.7119958841039384,0.008565310492509736,0.6000000000000001,25
2018-06-22 13:29:59.000,25494569,0.7963572510207831,0.6099137931034448,0.6000000000000001,25
2018-06-22 13:30:59.000,25494570,0.6936907785219993,0.7855036907913093,0.6000000000000001,25
2018-06-22 13:31:59.000,25494571,1.0549948529998274,1.300865800865799,0.6000000000000001,25
2018-06-22 13:32:59.000,25494572,1.2858925439828017,1.5324923050245047,0.6000000000000001,25
2018-06-22 13:33:59.000,25494573,1.2499323798909785,0.646551724137931,0.6000000000000001,25
2018-06-22 13:34:59.000,25494574,0.6318816155878972,0.3556583965376801,0.6000000000000001,25
2018-06-22 13:35:59.000,25494575,1.4224732770386346,0.5289079229122114,0.6000000000000001,25
2018-06-22 13:36:59.000,25494576,0.7766806902445119,1.5008613264427275,0.6000000000000001,25
2018-06-22 13:37:59.000,25494577,0.608942746655879,1.6236969670970771,0.6000000000000001,25
2018-06-22 13:38:59.000,25494578,0.6737136602715189,1.21570138264628,0.6000000000000001,25
2018-06-22 13:40:59.000,25494580,0.7219257217749271,0.7642876966759855,0.6000000000000001,25
2018-06-22 13:49:59.000,25494589,1.0040575019748144,2.4731926668972672,0.6000000000000001,25
2018-06-22 13:50:59.000,25494590,1.0434351574144263,2.5035131337152703,0.6000000000000001,25
2018-06-22 13:51:59.000,25494591,0.6745962067266621,1.9934696683278976,0.6000000000000001,25
2018-06-22 13:53:59.000,25494593,0.7142968715144923,1.704350805070225,0.6000000000000001,25
2018-06-22 13:54:59.000,25494594,0.7468213167828985,1.8357860463123603,0.6000000000000001,25
2018-06-22 13:55:59.000,25494595,0.8020154239053271,1.7744277417150671,0.6000000000000001,25
2018-06-22 14:01:59.000,25494601,0.6443908078725292,1.5126121730275568,0.6000000000000001,25
2018-06-22 14:02:59.000,25494602,0.6386807299264793,0.561430169484364,0.6000000000000001,25
2018-06-22 14:03:59.000,25494603,0.7035492894475398,0.8416155635440936,0.6000000000000001,25
2018-06-22 14:08:59.000,25494608,0.6099634941331998,0.12447257383965715,0.6000000000000001,25
2018-06-22 14:11:59.000,25494611,1.210160387659022,-0.3675698382692712,0.6000000000000001,25
2018-06-22 14:12:59.000,25494612,0.7866722297088588,-0.2628867063450335,0.6000000000000001,25
2018-06-22 14:21:59.000,25494621,0.6323782533040041,-0.3575909661229568,0.6000000000000001,25
2018-06-22 14:27:59.000,25494627,0.7829160423204738,-0.5037254696190528,0.6000000000000001,25
2018-06-22 21:06:59.000,25495026,2.378668366247411,-0.0662471016893036,0.6000000000000001,25
2018-06-22 21:07:59.000,25495027,1.1519644508481104,0.42327807818455104,0.6000000000000001,25
2018-06-22 21:08:59.000,25495028,0.6500350062051762,0.8093126385809262,0.6000000000000001,25
2018-06-22 21:09:59.000,25495029,1.444417439922858,1.1111111111111112,0.6000000000000001,25
2018-06-22 21:13:59.000,25495033,1.0223499191636953,0.5026011815536614,0.6000000000000001,25
2018-06-22 21:20:59.000,25495040,0.6909512780429372,-0.3833180006133088,0.6000000000000001,25
2018-06-22 21:50:59.000,25495070,0.6849806661455456,1.5199999999999945,0.6000000000000001,25
2018-06-22 22:03:59.000,25495083,0.6517555891305797,0.07864554888039621,0.6000000000000001,25
2018-06-22 22:05:59.000,25495085,0.7361569103373099,1.4868488111857074,0.6000000000000001,25
2018-06-22 22:36:59.000,25495116,0.6163636532532436,-0.28702764529425384,0.6000000000000001,25
2018-06-23 22:01:59.000,25496521,1.2533701215630628,-1.0447450572320462,0.6000000000000001,25
2018-06-24 02:54:59.000,25496814,21.909718862789187,-0.6279936136242659,0.6000000000000001,25
2018-06-24 05:10:59.000,25496950,0.7257070975809263,-0.020161741974500998,0.6000000000000001,25
2018-06-24 05:11:59.000,25496951,0.6846622643705409,0.060532687651327625,0.6000000000000001,25
2018-06-24 05:12:59.000,25496952,0.7995471982338405,0.711655332896545,0.6000000000000001,25
2018-06-24 05:13:59.000,25496953,0.6075877664101046,0.3733525257523207,0.6000000000000001,25
2018-06-24 06:32:59.000,25497032,0.6970038265518694,1.5048005908419588,0.6000000000000001,25
2018-06-24 06:33:59.000,25497033,0.8351786804819212,1.814567393264133,0.6000000000000001,25
2018-06-24 15:57:59.000,25497597,0.6427057429208662,2.298932723461033,0.6000000000000001,25
2018-06-24 15:58:59.000,25497598,0.6391671638551284,1.8792264800094949,0.6000000000000001,25
2018-06-24 16:25:59.000,25497625,0.6632446928824822,3.668543845534991,0.6000000000000001,25
2018-06-24 16:41:59.000,25497641,0.9388205048518232,1.5089814940500466,0.6000000000000001,25
2018-06-24 16:42:59.000,25497642,1.1702611500145041,0.05803571428571226,0.6000000000000001,25
2018-06-24 16:43:59.000,25497643,1.4384184642084648,-0.9426048565121372,0.6000000000000001,25
