ethusdt_trade_date,daily_return,num_daily_trades,target_coin,model,target_col,start_days,training_mins,test_mins,optimal_buy_threshold,best_return
2018-06-26,-1.944426475030856,19,ethusdt,linear,futr_10_open_perc_chg,175,none,1440,0.1,47.522792047493624
2018-06-27,8.850677585878687,109,ethusdt,linear,futr_10_open_perc_chg,175,none,1440,0.1,47.522792047493624
2018-06-28,-7.909370710353398,135,ethusdt,linear,futr_10_open_perc_chg,175,none,1440,0.1,47.522792047493624
2018-06-29,28.967121073048485,168,ethusdt,linear,futr_10_open_perc_chg,175,none,1440,0.1,47.522792047493624
2018-06-30,17.52451772538502,153,ethusdt,linear,futr_10_open_perc_chg,175,none,1440,0.1,47.522792047493624
2018-07-01,2.0342728485656894,92,ethusdt,linear,futr_10_open_perc_chg,175,none,1440,0.1,47.522792047493624
2018-06-26,-2.365255950167926,6,ethusdt,linear,futr_20_open_perc_chg,175,none,1440,0.2,19.116833527155492
2018-06-27,9.380863955353284,50,ethusdt,linear,futr_20_open_perc_chg,175,none,1440,0.2,19.116833527155492
2018-06-28,-10.83616814874271,91,ethusdt,linear,futr_20_open_perc_chg,175,none,1440,0.2,19.116833527155492
2018-06-29,17.12399437210768,85,ethusdt,linear,futr_20_open_perc_chg,175,none,1440,0.2,19.116833527155492
2018-06-30,2.4574220492810204,70,ethusdt,linear,futr_20_open_perc_chg,175,none,1440,0.2,19.116833527155492
2018-07-01,3.355977249324147,29,ethusdt,linear,futr_20_open_perc_chg,175,none,1440,0.2,19.116833527155492
