btcusdt_trade_datetime,btcusdt_trade_minute,predicted,return,trade_threshold,trade_mins
2018-07-28 10:00:59.000,25546200,0.4515473323784771,-0.17360476919907353,0.4,25
2018-07-29 00:16:59.000,25547056,0.4890296906324678,-0.10302406795201652,0.4,25
2018-07-29 17:12:59.000,25548072,0.47940308745217874,0.00967202203211355,0.4,25
2018-07-29 23:22:59.000,25548442,0.5484524249439566,0.2482920294708685,0.4,25
2018-07-30 14:58:59.000,25549378,0.9169736288006255,-0.5173800063010007,0.4,25
2018-07-31 14:01:59.000,25550761,0.4239817972597265,0.7740711771607377,0.4,25
2018-07-31 15:15:59.000,25550835,0.44050515522865946,0.44221614000166065,0.4,25
2018-07-31 16:09:59.000,25550889,0.4159327231940612,0.6455395897847857,0.4,25
2018-08-01 21:59:59.000,25552679,0.7285029768687391,0.8974541908193064,0.4,25
2018-08-01 22:09:59.000,25552689,0.54595347966328,0.3458099408490152,0.4,25
