ethusdt_trade_datetime,ethusdt_trade_minute,predicted,return,trade_threshold,trade_mins
2018-06-22 07:06:59.000,25494186,0.11403805411616565,-0.8866995073891626,0.1,10
2018-06-22 07:07:59.000,25494187,0.11390939438332164,-0.9644459376667516,0.1,10
2018-06-22 07:08:59.000,25494188,0.3914208456568919,-0.5279872965462534,0.1,10
2018-06-22 07:09:59.000,25494189,0.1351999547925914,-0.21528954450313648,0.1,10
2018-06-22 07:12:59.000,25494192,0.16983728397413766,-0.24184521905979764,0.1,10
2018-06-22 07:25:59.000,25494205,0.12013437639235423,0.1982736175922792,0.1,10
2018-06-22 07:38:59.000,25494218,0.2904968964225003,-0.11646586345381207,0.1,10
2018-06-22 07:39:59.000,25494219,0.10517793200625557,0.00200867748675232,0.1,10
2018-06-22 07:40:59.000,25494220,0.1285937975895955,0.15694164989939088,0.1,10
2018-06-22 07:43:59.000,25494223,0.16625791176852095,0.14084790438439174,0.1,10
2018-06-22 07:44:59.000,25494224,0.13958724267697947,0.1389280393025405,0.1,10
2018-06-22 07:55:59.000,25494235,0.11115487543915904,1.0594881486097951,0.1,10
2018-06-22 07:58:59.000,25494238,0.11020997999845876,0.7243323501675422,0.1,10
2018-06-22 08:07:59.000,25494247,0.16072005572211534,0.07569570327284228,0.1,10
2018-06-22 08:24:59.000,25494264,0.14799969714035482,-1.5518584353592006,0.1,10
2018-06-22 08:26:59.000,25494266,0.19554936702303083,-1.5683614015484102,0.1,10
2018-06-22 08:30:59.000,25494270,0.10888895051591303,-1.3585056437918313,0.1,10
2018-06-22 08:31:59.000,25494271,0.20125940336478715,-1.0179340747420065,0.1,10
2018-06-22 08:33:59.000,25494273,0.3814714110968009,-0.9164149043303144,0.1,10
2018-06-22 08:34:59.000,25494274,0.5672685166014361,-0.11969487949363625,0.1,10
2018-06-22 08:35:59.000,25494275,0.4241812837108389,0.29665752311287946,0.1,10
2018-06-22 08:36:59.000,25494276,0.1839541773223548,0.12568416784917993,0.1,10
2018-06-22 08:38:59.000,25494278,0.14002691436301679,0.17830007091480002,0.1,10
2018-06-22 08:39:59.000,25494279,0.14674134644592485,0.34698971205941026,0.1,10
2018-06-22 08:44:59.000,25494284,0.11073224063789373,0.5646619137570389,0.1,10
2018-06-22 08:45:59.000,25494285,0.13725024310315642,0.4031522862178661,0.1,10
2018-06-22 08:55:59.000,25494295,0.10463822662879992,-0.2845036319612641,0.1,10
2018-06-22 08:57:59.000,25494297,0.13053980418200728,-0.2928819584713559,0.1,10
2018-06-22 09:04:59.000,25494304,0.10887409689923043,-0.21640206289816832,0.1,10
2018-06-22 09:05:59.000,25494305,0.10135810698341231,-0.2610332058520044,0.1,10
