btcusdt_trade_date,daily_return,num_daily_trades,target_coin,model,target_col,start_days,training_mins,test_mins,optimal_buy_threshold,best_return
2019-11-24,3.5985665185552143,41,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-11-25,5.034815841876018,96,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-11-26,1.3702610156009145,60,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-11-27,4.580322883999379,97,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-11-28,1.3611611466941271,9,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-11-29,2.5474992089135036,16,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-11-30,0.696889686512949,5,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-12-01,0.05058024235630912,24,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-12-02,-0.12788508165757917,17,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-12-03,0.04924847611038374,2,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-12-04,3.633381169504545,24,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-12-05,-0.7128641516363131,5,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-12-06,0.45668109151469694,2,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-12-08,0.011274002193602223,4,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-12-09,0.8411882254254354,5,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-12-10,0.2560282893230795,6,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-12-12,-0.6154680585093111,15,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-12-13,0.21596169678113403,2,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-12-14,-0.4272239066088051,14,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-12-15,-0.9281383774046951,4,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
2019-12-16,0.28445057576861715,16,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,413,none,1440,0.1,17.499688753408844
