btcusdt_trade_date,daily_return,num_daily_trades,target_coin,model,target_col,start_days,training_mins,test_mins,optimal_buy_threshold,best_return
2018-08-04,1.7347690838359193,117,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-05,9.223454218838391,268,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-06,17.935362585354188,377,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-07,6.273165641375882,436,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-08,30.997258962213987,619,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-09,32.45367692551156,593,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-10,27.868409201080716,539,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-11,27.93891415355008,485,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-12,14.884303633825253,307,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-13,14.135008710378568,206,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-14,25.599406587194473,317,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-15,17.58642472262091,283,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-16,9.883978859542315,171,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-17,11.287102759839017,232,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-18,9.553864755863366,152,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-19,19.01260690776,171,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-20,10.92668038142155,157,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-21,15.4734747506044,138,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-22,4.633481406701918,152,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-23,9.34237520828158,107,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-24,9.331581828671196,111,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-25,6.50617690883069,66,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-26,2.9241367060191488,55,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
2018-08-27,5.689963325438161,49,btcusdt,linear,futr_4_close_perc_chg,156,none,1440,0.0,168.60489510328878
