ethusdt_trade_datetime,ethusdt_trade_minute,predicted,return,trade_threshold,trade_mins
2018-06-22 08:33:59.000,25494273,0.5387215077432841,-0.4169184290030198,0.4,15
2018-06-22 08:34:59.000,25494274,0.8745514158792156,0.3245962833725485,0.4,15
2018-06-22 08:35:59.000,25494275,0.6072069703297784,0.6563039723661522,0.4,15
2018-06-22 10:53:59.000,25494413,0.6811951703663115,-0.12195121951219975,0.4,15
2018-06-22 10:54:59.000,25494414,0.5367756495848095,-0.3651337809603041,0.4,15
2018-06-22 12:53:59.000,25494533,0.5554010821812132,-1.8537482497021889,0.4,15
2018-06-22 13:06:59.000,25494546,0.4923954984960048,0.7850459357959706,0.4,15
2018-06-22 13:28:59.000,25494568,0.43713797899311907,0.4732334047109164,0.4,15
2018-06-22 13:29:59.000,25494569,0.4787050649581847,1.1896551724137892,0.4,15
2018-06-22 13:30:59.000,25494570,0.4402975479321017,1.005014311231618,0.4,15
2018-06-22 13:31:59.000,25494571,0.6280973452915233,1.5086580086580146,0.4,15
2018-06-22 13:32:59.000,25494572,0.6996347314843132,1.4067715784454002,0.4,15
2018-06-22 13:33:59.000,25494573,0.7505338005697604,0.5991379310344769,0.4,15
2018-06-22 13:35:59.000,25494575,0.820872333754652,-0.9528907922912181,0.4,15
2018-06-22 13:36:59.000,25494576,0.45082150445808916,0.24117140396210265,0.4,15
2018-06-22 13:49:59.000,25494589,0.6061811073943935,2.1186440677966125,0.4,15
2018-06-22 13:50:59.000,25494590,0.7113982313231135,2.0408604475191865,0.4,15
2018-06-22 13:51:59.000,25494591,0.4355788323127648,1.4671764908059892,0.4,15
2018-06-22 13:53:59.000,25494593,0.5024168099386528,1.4902363823227087,0.4,15
2018-06-22 13:54:59.000,25494594,0.4668749998688814,1.5615962984384082,0.4,15
2018-06-22 13:55:59.000,25494595,0.4879392460280418,1.3345575674752306,0.4,15
2018-06-22 14:11:59.000,25494611,0.8098877967240992,0.5040957781978528,0.4,15
2018-06-22 14:12:59.000,25494612,0.5266247079519908,0.20189699047298149,0.4,15
2018-06-22 14:21:59.000,25494621,0.43682483633954644,-0.8051024675867766,0.4,15
2018-06-22 14:27:59.000,25494627,0.5266927860628143,-0.21408332458809567,0.4,15
2018-06-22 21:06:59.000,25495026,1.2386506976989442,1.1460748592249084,0.4,15
2018-06-22 21:07:59.000,25495027,0.7407118580124756,1.5468486836273416,0.4,15
2018-06-22 21:09:59.000,25495029,0.7992584022025238,1.6955555555555546,0.4,15
2018-06-22 21:13:59.000,25495033,0.7498646544547853,0.3725421038709104,0.4,15
2018-06-22 21:14:59.000,25495034,0.4114857356635712,-0.0794701986754997,0.4,15
2018-06-22 21:50:59.000,25495070,0.42348317360516446,0.28666666666667123,0.4,15
2018-06-22 22:03:59.000,25495083,0.4809610223515138,0.05898416166029095,0.4,15
2018-06-22 22:05:59.000,25495085,0.540705761541663,1.6530390657891774,0.4,15
2018-06-22 22:36:59.000,25495116,0.43696059056456243,-0.5114703152987903,0.4,15
2018-06-23 22:01:59.000,25496521,0.9064642701285202,-0.4495317377731582,0.4,15
2018-06-24 01:44:59.000,25496744,0.5395014266506608,-0.092077087794434,0.4,15
2018-06-24 05:10:59.000,25496950,0.40598868315525044,-0.41219561370101815,0.4,15
2018-06-24 05:11:59.000,25496951,0.42074456012957234,-0.05156488207336072,0.4,15
2018-06-24 05:12:59.000,25496952,0.4419634617756604,0.8652825158710401,0.4,15
2018-06-24 05:13:59.000,25496953,0.4102326816216835,0.737708605100979,0.4,15
2018-06-24 05:30:59.000,25496970,0.41656638590016964,-0.4616722795905153,0.4,15
2018-06-24 06:33:59.000,25497033,0.5155511023091792,1.477080973625202,0.4,15
