btcusdt_trade_date,daily_return,num_daily_trades,target_coin,model,target_col,start_days,training_mins,test_mins,optimal_buy_threshold,best_return
2020-01-06,1.291510959381816,6,btcusdt,linear,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.8364593525630504
2019-12-15,-0.36650654423565066,3,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-16,-1.0216951990626324,12,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-17,0.5668569147141052,14,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-18,-0.22303741136530333,55,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-19,-1.770452260682071,11,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-20,-0.34346794826987903,1,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-21,-0.1433254203140304,2,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-22,0.1376843609896834,5,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-23,-0.07766878451742593,4,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-24,0.666102650340588,2,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-25,-0.04213308686843038,2,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-26,0.5417153272321958,8,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-27,0.39727334766991296,1,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-28,-0.265128848649208,1,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-29,-1.1466186127608853,8,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-30,0.13266133998208998,1,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-31,-0.1441497730009176,2,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2020-01-03,2.3192150847921034,11,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2020-01-04,-0.39949137071353025,2,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2020-01-05,-0.13895652599699002,3,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2020-01-06,0.498489912534362,6,btcusdt,ridge,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.2949892570953478
2019-12-16,-0.880481007761673,1,btcusdt,ridge,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.7000000000000001,0.4123792306074099
2019-12-17,0.518492414154531,1,btcusdt,ridge,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.7000000000000001,0.4123792306074099
2019-12-18,-0.32202935382076503,1,btcusdt,ridge,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.7000000000000001,0.4123792306074099
2019-12-19,-0.603374016712773,1,btcusdt,ridge,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.7000000000000001,0.4123792306074099
2020-01-03,1.69977119474809,1,btcusdt,ridge,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.7000000000000001,0.4123792306074099
2019-12-14,0.044296285356571014,1,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-15,-0.24866861167353768,3,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-16,-0.7763883256064654,9,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-17,0.8983369308915266,16,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-18,2.304810605180249,66,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-19,-2.5767905990448816,8,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-20,-0.27160435129731497,1,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-21,-0.04240615832546038,2,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-22,0.06647535817495012,5,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-23,-1.857064891860317,4,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-24,0.734389364597547,2,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-25,0.055243175941747324,3,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-26,-0.3054640731990828,7,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-27,1.158100894812442,2,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-28,-0.396352612615531,1,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-29,-1.809772351283555,10,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-30,0.20171075352076398,1,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-31,-0.2268464650384782,2,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2020-01-03,1.4762675406675567,10,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2020-01-04,-1.1869788934602963,2,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2020-01-05,-0.6317729052763039,2,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2020-01-06,1.291510959381816,6,btcusdt,ridge,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.9325770095413182
2019-12-14,0.16618369568034533,3,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2019-12-15,-0.1432943858924096,2,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2019-12-16,0.3263519352705734,17,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2019-12-17,0.5592207769188757,15,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2019-12-18,1.791140061771378,43,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2019-12-19,-1.332430255473049,6,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2019-12-23,0.160415134038958,1,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2019-12-24,0.666102650340588,2,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2019-12-25,-0.12949128707581808,2,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2019-12-26,0.2464487695108436,5,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2019-12-27,0.39727334766991296,1,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2019-12-28,-0.265128848649208,1,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2019-12-29,-0.7243751180204483,2,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2019-12-31,-0.1353557318012966,3,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2020-01-03,2.255164926745367,8,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2020-01-04,-0.25823527605878,1,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2020-01-05,-0.13895652599699002,3,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2020-01-06,0.6231375993780119,4,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,3.5501032989701176
2019-12-15,0.318476133337165,2,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2019-12-16,1.0283020415307027,13,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2019-12-17,0.3026586330123365,12,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2019-12-18,0.6274745485733193,42,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2019-12-19,-1.8899160522775293,8,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2019-12-20,-0.13363907164603478,1,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2019-12-22,-0.616152073525813,1,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2019-12-23,-0.03716814241410393,6,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2019-12-24,-0.002880585667624308,3,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2019-12-25,-0.10402551322939449,1,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2019-12-26,-0.14794643984028288,7,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2019-12-27,1.07183574747881,1,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2019-12-28,-0.297984122404313,1,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2019-12-29,-0.246068364611582,2,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2019-12-31,-0.340403444973961,1,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2020-01-02,-1.4744698580460658,5,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2020-01-03,2.6320297742084375,7,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2020-01-05,-0.6038606584463204,2,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2020-01-06,0.486441457889773,1,btcusdt,sgd,futr_9_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.2,1.7425873236453446
2019-12-16,1.3686379401665492,2,btcusdt,sgd,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.30000000000000004,0.30117893285099645
2019-12-18,-0.4204221822959422,3,btcusdt,sgd,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.30000000000000004,0.30117893285099645
2019-12-25,-0.1781083637063517,1,btcusdt,sgd,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.30000000000000004,0.30117893285099645
2019-12-26,-0.28924799367006787,2,btcusdt,sgd,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.30000000000000004,0.30117893285099645
2020-01-03,0.4928336294811171,3,btcusdt,sgd,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.30000000000000004,0.30117893285099645
2020-01-04,-0.26257165274183203,2,btcusdt,sgd,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.30000000000000004,0.30117893285099645
2020-01-05,0.135063093420658,1,btcusdt,sgd,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.30000000000000004,0.30117893285099645
2020-01-06,-0.013753781002614984,1,btcusdt,sgd,futr_12_askbid_cum_5000_weighted_avg_perc_chg,433,400000,7200,0.30000000000000004,0.30117893285099645
