btcusdt_trade_datetime,btcusdt_trade_minute,predicted,return,trade_threshold,trade_mins
2018-08-04 16:03:00.000,25556643,0.07329782184896905,0.4310530009022092,0.0,6
2018-08-04 16:06:00.000,25556646,0.2112199435603006,0.143000143000143,0.0,6
2018-08-04 16:07:00.000,25556647,0.1869347015447571,0.042865716000342925,0.0,6
2018-08-04 16:08:00.000,25556648,0.0305237196732282,-0.14262079981744538,0.0,6
2018-08-04 16:10:00.000,25556650,0.24243180154670796,0.2314914048098744,0.0,6
2018-08-04 16:11:00.000,25556651,0.10237830873753295,0.16135941739254867,0.0,6
2018-08-04 16:12:00.000,25556652,0.1042434070019036,0.16135941739254867,0.0,6
2018-08-04 16:13:00.000,25556653,0.18149367642902003,0.09712065813527296,0.0,6
2018-08-04 16:14:00.000,25556654,0.0520474219027498,0.048560329067636486,0.0,6
2018-08-04 16:15:00.000,25556655,0.1576988049415966,0.2557325523251609,0.0,6
2018-08-04 16:23:00.000,25556663,0.02161370303297505,-0.20037232303996727,0.0,6
2018-08-04 16:25:00.000,25556665,0.09278295427175998,-0.03558566893940472,0.0,6
2018-08-04 16:27:00.000,25556667,0.29981438813424655,-0.04129407074102275,0.0,6
2018-08-04 16:29:00.000,25556669,0.08962688846031996,-0.04129407074102275,0.0,6
2018-08-04 16:33:00.000,25556673,0.09826489029334273,-0.11538625906351165,0.0,6
2018-08-04 16:37:00.000,25556677,0.4341901676329214,0.0028522126039249025,0.0,6
2018-08-04 16:40:00.000,25556680,0.11016676118934576,-0.1639928698752228,0.0,6
2018-08-04 16:43:00.000,25556683,0.10316162137873008,-0.330847225589319,0.0,6
2018-08-04 16:44:00.000,25556684,0.16364963300177537,-0.333770753694308,0.0,6
2018-08-04 16:45:00.000,25556685,0.3299353385257324,-0.30959752321982464,0.0,6
2018-08-04 16:51:00.000,25556691,0.0017928229639283533,0.01288032744655445,0.0,6
2018-08-04 16:56:00.000,25556696,0.015426181621072121,0.1216318704119743,0.0,6
2018-08-04 16:57:00.000,25556697,0.02772652012951804,0.1216318704119743,0.0,6
2018-08-04 16:59:00.000,25556699,0.019509486632273587,0.0744292564230991,0.0,6
2018-08-04 17:00:00.000,25556700,0.006176220328324433,0.0744292564230991,0.0,6
2018-08-04 17:01:00.000,25556701,0.0538088809367705,0.0744292564230991,0.0,6
2018-08-04 17:10:00.000,25556710,0.017829292864508517,-0.002863237462609377,0.0,6
2018-08-04 17:13:00.000,25556713,0.10364417110655189,0.1301822551572253,0.0,6
2018-08-04 17:16:00.000,25556716,0.04782153487155005,-0.027201534739217974,0.0,6
2018-08-04 17:17:00.000,25556717,0.023208858989026693,0.068756087778608,0.0,6
2018-08-04 17:24:00.000,25556724,0.06753864743100735,-0.3663580291082825,0.0,6
2018-08-04 17:25:00.000,25556725,0.01294300423770589,-0.29090179556625795,0.0,6
2018-08-04 17:27:00.000,25556727,0.10667781004159327,-0.14064697609001667,0.0,6
2018-08-04 17:28:00.000,25556728,0.057130856422494825,0.12352594763073575,0.0,6
2018-08-04 17:31:00.000,25556731,0.24708885364894906,0.0,0.0,6
2018-08-04 17:32:00.000,25556732,0.1481092073762671,-0.1868352974992814,0.0,6
2018-08-04 17:33:00.000,25556733,0.11015233095572796,-0.1868352974992814,0.0,6
2018-08-04 17:34:00.000,25556734,0.0784987317253738,-0.33712539630166266,0.0,6
2018-08-04 17:35:00.000,25556735,0.07734744008595884,-0.24523864157871106,0.0,6
2018-08-04 17:36:00.000,25556736,0.5889650092293618,0.2304213831043521,0.0,6
2018-08-04 17:37:00.000,25556737,0.0057484785690147255,0.24001149755676654,0.0,6
2018-08-04 17:38:00.000,25556738,0.2078014268471271,0.4276457883369304,0.0,6
2018-08-04 17:39:00.000,25556739,0.21637667471974908,0.5961123110151135,0.0,6
2018-08-04 17:41:00.000,25556741,0.07692326107884795,0.31772503126932394,0.0,6
2018-08-04 17:42:00.000,25556742,0.07580176002554473,0.1681082789735311,0.0,6
2018-08-04 17:44:00.000,25556744,0.005900140361302597,-0.055916383500360385,0.0,6
2018-08-04 17:46:00.000,25556746,0.3023360475540142,-0.0028649190660337788,0.0,6
2018-08-04 17:47:00.000,25556747,0.21017767528849052,0.0429934936512941,0.0,6
2018-08-04 17:48:00.000,25556748,0.16097793207731748,0.2151617299003084,0.0,6
2018-08-04 17:49:00.000,25556749,0.014501480444206738,0.050204403643405296,0.0,6
2018-08-04 17:50:00.000,25556750,0.22557144732079193,0.3213404487289785,0.0,6
2018-08-04 17:51:00.000,25556751,0.1666299721256712,0.1776300710520232,0.0,6
2018-08-04 17:52:00.000,25556752,0.04424028032907934,0.1776300710520232,0.0,6
2018-08-04 17:54:00.000,25556754,0.2741419059530361,-0.12881986688613756,0.0,6
2018-08-04 17:55:00.000,25556755,0.3918519869119985,0.11899641577061193,0.0,6
2018-08-04 17:56:00.000,25556756,0.10075537327195772,-0.4232683177944211,0.0,6
2018-08-04 18:00:00.000,25556760,0.5441037004994398,-0.04872805446076154,0.0,6
2018-08-04 18:01:00.000,25556761,0.08883300137196004,0.052983546460839685,0.0,6
2018-08-04 18:02:00.000,25556762,0.48386093047183865,0.3389051639956266,0.0,6
2018-08-04 18:03:00.000,25556763,0.11684686595669258,0.3159285427077948,0.0,6
2018-08-04 18:04:00.000,25556764,0.08610935660740515,0.3087261814161198,0.0,6
2018-08-04 18:06:00.000,25556766,0.41933075850250257,0.20504437848610246,0.0,6
2018-08-04 18:09:00.000,25556769,0.22666218103623526,-0.16032982134678092,0.0,6
2018-08-04 18:10:00.000,25556770,0.08758711134041741,0.12883646358222628,0.0,6
2018-08-04 18:11:00.000,25556771,0.15352116353154255,0.12883646358222628,0.0,6
2018-08-04 18:13:00.000,25556773,0.011979914906033118,0.1689866529186026,0.0,6
2018-08-04 18:14:00.000,25556774,0.015747159952448353,0.24918370854098126,0.0,6
2018-08-04 18:15:00.000,25556775,0.38566150498492013,0.36992429456297576,0.0,6
2018-08-04 18:17:00.000,25556777,0.0440988105348159,0.09006948217195082,0.0,6
2018-08-04 18:18:00.000,25556778,0.21684787784800097,0.2606441634324805,0.0,6
2018-08-04 18:19:00.000,25556779,0.07180205534074413,0.09006948217195082,0.0,6
2018-08-04 18:21:00.000,25556781,0.023812404784548713,0.03714179594869238,0.0,6
2018-08-04 18:30:00.000,25556790,0.1631730658727899,-0.002854410778252503,0.0,6
2018-08-04 18:32:00.000,25556792,0.026512442763254596,-0.15105955451682834,0.0,6
2018-08-04 18:36:00.000,25556796,0.022908320271392002,-0.22978662670378025,0.0,6
