btcusdt_trade_datetime,btcusdt_trade_minute,predicted,return,trade_threshold,trade_mins
2018-08-04 16:03:00.000,25556643,0.03142568796316336,0.2176746051067712,0.0,7
2018-08-04 16:06:00.000,25556646,0.2284119458358056,0.12298012298012816,0.0,7
2018-08-04 16:07:00.000,25556647,0.6055393576751267,0.042865716000342925,0.0,7
2018-08-04 16:08:00.000,25556648,0.25154272650384635,-0.1725711677791141,0.0,7
2018-08-04 16:10:00.000,25556650,0.30372235468553654,0.2314914048098744,0.0,7
2018-08-04 16:11:00.000,25556651,0.06155429564483739,0.16135941739254867,0.0,7
2018-08-04 16:12:00.000,25556652,0.06503086574348771,0.0771098100813885,0.0,7
2018-08-04 16:15:00.000,25556655,0.16567613867113917,0.11286520465747035,0.0,7
2018-08-04 16:22:00.000,25556662,0.17244747713659536,0.21976767417302487,0.0,7
2018-08-04 16:25:00.000,25556665,0.025439333417927257,-0.03558566893940472,0.0,7
2018-08-04 16:27:00.000,25556667,0.23036575588617514,-0.04129407074102275,0.0,7
2018-08-04 16:29:00.000,25556669,0.25807741206321544,-0.04129407074102275,0.0,7
2018-08-04 16:37:00.000,25556677,0.4727539975987307,-0.01853938192553132,0.0,7
2018-08-04 16:40:00.000,25556680,0.1758890391090051,-0.4449197860962541,0.0,7
2018-08-04 16:43:00.000,25556683,0.032726425223960076,-0.35509034125751243,0.0,7
2018-08-04 16:44:00.000,25556684,0.1832415791179023,-0.333770753694308,0.0,7
2018-08-04 16:45:00.000,25556685,0.2900010700372453,-0.336705140460264,0.0,7
2018-08-04 17:05:00.000,25556705,0.08221964973220075,0.22169143412903874,0.0,7
2018-08-04 17:13:00.000,25556713,0.02152717091339018,0.1301822551572253,0.0,7
2018-08-04 17:16:00.000,25556716,0.01631848348092757,0.015748256954292314,0.0,7
2018-08-04 17:17:00.000,25556717,0.06369979443341078,0.09310720220019482,0.0,7
2018-08-04 17:24:00.000,25556724,0.03277517190096302,-0.4250325572076623,0.0,7
2018-08-04 17:27:00.000,25556727,0.04212144984704258,0.04162002353683567,0.0,7
2018-08-04 17:31:00.000,25556731,0.24391235285762125,-0.1868352974992814,0.0,7
2018-08-04 17:32:00.000,25556732,0.050058695778680606,-0.1868352974992814,0.0,7
2018-08-04 17:36:00.000,25556736,0.42129723761323623,0.4450012961202747,0.0,7
2018-08-04 17:38:00.000,25556738,0.2649594371657631,0.5961123110151135,0.0,7
2018-08-04 17:39:00.000,25556739,0.011909523459080695,0.5183585313174947,0.0,7
2018-08-04 17:42:00.000,25556742,0.27156498440258714,0.1681082789735311,0.0,7
2018-08-04 17:43:00.000,25556743,0.056550292243300326,-0.055916383500360385,0.0,7
2018-08-04 17:46:00.000,25556746,0.11484403506990493,-0.0028649190660337788,0.0,7
2018-08-04 17:47:00.000,25556747,0.25003290958256663,0.1246811315887503,0.0,7
2018-08-04 17:48:00.000,25556748,0.05483712881972336,0.050204403643405296,0.0,7
2018-08-04 17:50:00.000,25556750,0.18169647353221707,0.3213404487289785,0.0,7
2018-08-04 17:51:00.000,25556751,0.03970783633580943,0.1776300710520232,0.0,7
2018-08-04 17:54:00.000,25556754,0.25467871537231135,-0.04580261933729075,0.0,7
2018-08-04 17:55:00.000,25556755,0.4041873819992934,-0.16344086021504856,0.0,7
2018-08-04 18:00:00.000,25556760,0.35619847289156636,0.1361519168756718,0.0,7
2018-08-04 18:01:00.000,25556761,0.007511007254585422,0.05584752194520694,0.0,7
2018-08-04 18:02:00.000,25556762,0.3601445343804408,0.3159285427077948,0.0,7
