ethusdt_trade_date,daily_return,num_daily_trades,target_coin,model,target_col,start_days,training_mins,test_mins,optimal_buy_threshold,best_return
2018-06-01,-0.4750191594557189,2,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-02,0.6275380602798413,4,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-03,0.6348775204132592,1,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-05,1.18456511768911,3,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-06,0.28347302974450317,9,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-07,-0.1482967338446802,3,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-08,-0.3804552254039948,7,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-09,-0.8926886579599381,4,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-10,-13.908669025373515,85,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-11,-1.3464932689141145,4,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-12,3.3089368162358084,13,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-13,9.892338529168931,27,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-14,21.628554823082318,24,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-15,-0.19778292191335417,1,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-16,-1.2548452108984014,13,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-17,0.013638629159283475,1,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-18,1.7473603629061092,10,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-19,-0.6948251513027908,5,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-20,0.9266334167807468,4,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-22,16.000498319307514,65,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-23,-0.670239334027057,1,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-24,5.792341410170519,38,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-25,-2.809964444135654,6,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-26,-0.8962333868974692,2,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-27,-2.8498086553306834,11,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-28,0.3298879763305753,8,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-29,5.096179379591538,18,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-06-30,-0.9634716768272878,1,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-07-01,-0.13968166486629635,1,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
2018-07-02,-0.08876439082649623,6,ethusdt,linear,futr_10_close_perc_chg,150,none,1440,0.2,39.74958448288261
