btcusdt_trade_date,daily_return,num_daily_trades,target_coin,model,target_col,start_days,training_mins,test_mins,optimal_buy_threshold,best_return
2019-11-26,0.006913726809271908,2,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-11-27,2.887326120566069,9,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-11-28,0.61289318780392,6,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-11-29,0.9513578912590948,5,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-11-30,0.47991602731190197,1,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-12-01,0.7611367209499452,4,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-12-02,-0.04991418544200399,2,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-12-04,4.26068443305665,9,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-12-05,0.36276101843904396,1,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-12-06,-1.0074411222387765,3,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-12-08,0.006856757259791013,1,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-12-09,0.18716512594031035,3,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-12-10,0.261122875530561,1,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-12-12,0.640424748523422,3,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-12-16,0.043040946711409594,9,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-12-17,0.6632030533248494,10,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-12-18,-3.9496806707596948,14,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-12-19,-2.022568298972898,17,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-12-20,-0.06510784289584368,2,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-12-22,0.3216922445301327,4,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
2019-12-23,0.160415134038958,1,btcusdt,sgd,futr_6_askbid_cum_5000_weighted_avg_perc_chg,415,none,1440,0.2,12.356501891319324
