btcusdt_trade_datetime,btcusdt_trade_minute,predicted,return,trade_threshold,trade_mins,trade_flag
2019-11-26 07:00:00+00:00,26245860,0.3530554270868547,0.071748322270519,0.2,10,True
2019-11-26 07:04:00+00:00,26245864,0.26114522890107034,-0.16370935426065408,0.2,10,False
2019-11-26 07:38:00+00:00,26245898,0.2003568407744783,0.33032258335268005,0.2,10,True
2019-11-26 08:59:00+00:00,26245979,0.23470385416648987,0.08954647413261901,0.2,10,True
2019-11-26 11:09:00+00:00,26246109,0.23315419244921504,-0.2288797190876964,0.2,10,True
2019-11-26 11:11:00+00:00,26246111,0.23173747461611272,-0.295226358042828,0.2,10,False
2019-11-26 11:13:00+00:00,26246113,0.22874132251283052,-0.58160519830307,0.2,10,False
2019-11-26 11:22:00+00:00,26246122,0.22447340760448714,-0.2069247156108546,0.2,10,True
2019-11-26 11:25:00+00:00,26246125,0.21842244288949814,0.011672966673583002,0.2,10,False
2019-11-26 11:46:00+00:00,26246146,0.22755225744940244,1.00456365281819,0.2,10,True
2019-11-26 11:53:00+00:00,26246153,0.21375473035438075,1.09971684284515,0.2,10,False
2019-11-26 13:16:00+00:00,26246236,0.2210789473036106,0.019358068164436,0.2,10,True
2019-11-26 13:45:00+00:00,26246265,0.21503523349323295,0.19465398522153202,0.2,10,True
2019-11-26 13:50:00+00:00,26246270,0.23028255932030134,-0.030626564576077,0.2,10,False
2019-11-26 14:03:00+00:00,26246283,0.2417400270267837,0.568331690166171,0.2,10,True
2019-11-26 15:58:00+00:00,26246398,0.20285203934973678,0.46621198782434803,0.2,10,True
2019-11-26 21:07:00+00:00,26246707,0.30363939587491806,-0.0960566569043833,0.2,10,True
2019-11-27 04:38:00+00:00,26247158,0.20828284665072413,0.16483507136856798,0.2,10,True
2019-11-27 04:39:00+00:00,26247159,0.2074419152712676,0.095614237687069,0.2,10,False
2019-11-27 09:09:00+00:00,26247429,0.30435604076212386,-0.257275417926823,0.2,10,True
2019-11-27 09:19:00+00:00,26247439,0.24015608478319395,-0.43264124676317794,0.2,10,False
2019-11-27 09:36:00+00:00,26247456,0.43719079309318826,0.14060780900670403,0.2,10,True
2019-11-27 09:45:00+00:00,26247465,0.29068066678915105,0.586465750195353,0.2,10,False
2019-11-27 09:48:00+00:00,26247468,0.26636944662824186,-0.04786680402921699,0.2,10,True
2019-11-27 10:07:00+00:00,26247487,0.21005252455874218,-0.01702987083815599,0.2,10,True
2019-11-27 10:14:00+00:00,26247494,0.2235734806149406,0.04850460829827802,0.2,10,False
2019-11-27 10:26:00+00:00,26247506,0.21590396769119402,0.192655667137927,0.2,10,True
2019-11-27 11:35:00+00:00,26247575,0.5759673685105764,1.42768024173093,0.2,10,True
2019-11-27 12:03:00+00:00,26247603,0.3240831990037267,1.3143652396624401,0.2,10,True
2019-11-27 15:42:00+00:00,26247822,0.303669866270358,0.17828731307523002,0.2,10,True
2019-11-27 15:44:00+00:00,26247824,0.2824657862839898,-0.0781232968847608,0.2,10,False
2019-11-27 16:50:00+00:00,26247890,0.5159470290005944,0.5266382462005049,0.2,10,True
2019-11-27 17:17:00+00:00,26247917,0.22666720472616025,0.299020493242945,0.2,10,True
2019-11-27 21:28:00+00:00,26248168,0.20152665317568852,-0.09447595587485819,0.2,10,True
2019-11-28 00:00:00+00:00,26248320,0.26279081478971816,0.258964063878911,0.2,10,True
2019-11-28 05:37:00+00:00,26248657,0.24589551399639464,-0.20002762437689758,0.2,10,True
2019-11-28 15:14:00+00:00,26249234,0.2365229439738818,0.85281364980882,0.2,10,True
2019-11-29 12:08:00+00:00,26250488,0.32346099860662386,0.536466829974811,0.2,10,True
2019-11-29 13:35:00+00:00,26250575,0.3482519407440684,0.506512730535204,0.2,10,True
2019-11-29 21:18:00+00:00,26251038,0.22664267365469448,-0.256630197644957,0.2,10,True
2019-11-29 23:21:00+00:00,26251161,0.3386582085508308,-0.010809493116588992,0.2,10,True
2019-11-30 16:04:00+00:00,26252164,0.3782976372160647,0.503707661410246,0.2,10,True
2019-12-01 01:28:00+00:00,26252728,0.20072236165145357,-0.1785373846501409,0.2,10,True
2019-12-01 03:01:00+00:00,26252821,0.20380076608307646,-0.530402759078217,0.2,10,True
2019-12-01 05:14:00+00:00,26252954,0.20319176452565063,-0.05272211604127279,0.2,10,True
