ethusdt_trade_date,daily_return,num_daily_trades,target_coin,model,target_col,start_days,training_mins,test_mins,optimal_buy_threshold,best_return
2018-06-01,0.974029517838264,21,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-02,8.922380437975361,55,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-03,15.754511908467956,59,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-04,4.756826124760085,53,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-05,14.59208430911446,82,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-06,3.8998672829612735,40,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-07,-0.8342399119556348,41,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-08,2.6169672299302547,22,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-09,0.6395338756232616,14,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-10,15.348679665855844,130,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-11,22.914584683785506,120,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-12,7.687861066133914,90,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-13,18.759650470200423,149,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-14,79.0616222276596,177,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-15,5.318835769851648,89,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-16,4.544463402437087,76,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-17,1.9772407644686998,40,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-18,11.535984205916378,64,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-19,3.9904668993256127,57,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-20,7.9989387717821145,48,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-21,2.9091912963579643,27,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-22,0.5150116895021637,307,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-23,8.335712908832425,331,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-24,36.63619651902385,173,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-25,12.337847810053304,111,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-26,1.4730556187240267,58,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-27,10.751270715245134,102,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-28,-5.9340787802619674,75,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-29,29.945409567454373,120,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-06-30,20.015451350930217,108,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
2018-07-01,1.6316545265923927,63,ethusdt,xgb,futr_10_open_perc_chg,150,none,1440,0.1,349.077011924586
