ethusdt_trade_datetime,ethusdt_trade_minute,predicted,return
2018-06-02 05:25:59.000,25465285,0.2617870774753868,0.3719019550223882
2018-06-02 05:30:59.000,25465290,0.23071974567274484,0.35584045584045354
2018-06-02 06:54:59.000,25465374,0.824474810922575,1.0012042811249062
2018-06-02 06:55:59.000,25465375,1.6078191441717173,0.7305790077577832
2018-06-02 06:56:59.000,25465376,1.1690483455589886,0.20588878635634802
2018-06-02 06:57:59.000,25465377,0.6593375378576773,0.034582623509363475
2018-06-02 07:01:59.000,25465381,0.2259651493542595,0.09972686923866045
2018-06-02 07:03:59.000,25465383,0.22196976550540692,0.05146615837573584
2018-06-02 07:11:59.000,25465391,0.21399342505105884,0.07547745199924571
2018-06-02 07:25:59.000,25465405,0.44338093924514704,0.28511348919637225
2018-06-02 09:30:59.000,25465530,0.2571556163078553,-0.18080808080808386
2018-06-02 11:34:59.000,25465654,0.23750972086190142,-0.06269605765154265
2018-06-02 14:28:59.000,25465828,0.3040297185987467,0.14224970354058344
2018-06-02 15:17:59.000,25465877,0.24694668874733133,-0.2481481481481474
2018-06-02 15:32:59.000,25465892,0.22581416404416232,0.5381101079356444
2018-06-02 15:35:59.000,25465895,0.21835578394404231,0.28662416061859397
2018-06-02 16:34:59.000,25465954,0.22042004008152583,-0.13216631678742144
2018-06-02 17:50:59.000,25466030,0.21615827828387335,0.11402000917228455
2018-06-02 18:51:59.000,25466091,0.22254212099887039,0.2280177634234847
2018-06-02 21:00:59.000,25466220,0.2468427331407992,0.3314647806297617
2018-06-02 22:07:59.000,25466287,0.20741981514798974,0.1737272527583942
2018-06-03 06:38:59.000,25466798,0.7646300447420538,0.8200661245345384
2018-06-03 06:39:59.000,25466799,0.21810549956161498,0.6315203625941456
2018-06-03 06:40:59.000,25466800,0.25867715851002554,0.16902701894813835
2018-06-03 08:36:59.000,25466916,0.3554930613979279,0.8391264992079752
2018-06-03 08:47:59.000,25466927,0.20042823844019605,-0.409032392359046
2018-06-03 08:56:59.000,25466936,0.259093671920221,0.7408098835429849
2018-06-03 09:51:59.000,25466991,0.250302782340042,0.11095008051528915
2018-06-03 10:51:59.000,25467051,0.2396764101940966,0.3124046111381843
2018-06-03 11:07:59.000,25467067,0.24078809835362994,0.0872961539703504
2018-06-03 19:31:59.000,25467571,0.22746651463033493,1.1276088742810233
2018-06-03 19:32:59.000,25467572,0.4713503319281731,1.0591494105881085
2018-06-03 20:56:59.000,25467656,0.25141715266148523,-0.05154647500604568
2018-06-03 22:58:59.000,25467778,0.23181717142866318,0.16452021226529842
2018-06-04 00:31:59.000,25467871,0.3594693007050312,-0.1336856964116589
2018-06-04 01:30:59.000,25467930,0.3345774241709008,0.014147909967851521
2018-06-04 06:05:59.000,25468205,0.2623471716849419,-0.2892332789559492
2018-06-04 06:40:59.000,25468240,0.266896964054371,0.46922847138091006
2018-06-04 06:50:59.000,25468250,0.2039951191334442,-0.01914191419141764
2018-06-04 07:24:59.000,25468284,0.21150350984529281,-0.23947459101125793
2018-06-04 07:36:59.000,25468296,0.24158796642625513,-0.10985593902458161
2018-06-04 09:20:59.000,25468400,0.3344964374322418,0.10300851970179606
2018-06-04 09:52:59.000,25468432,0.3843163892624244,0.3521439573361629
2018-06-04 09:59:59.000,25468439,0.2734851436602054,-0.12468120115178566
2018-06-04 11:30:59.000,25468530,0.22304699322286103,-0.1218073239058587
2018-06-04 11:53:59.000,25468553,0.2663075874500459,0.43217549965365976
2018-06-04 11:57:59.000,25468557,0.21402507783680713,0.45438181357220875
2018-06-04 12:02:59.000,25468562,0.5066649963445827,0.3763513513513599
2018-06-04 12:14:59.000,25468574,0.2561946506428187,-0.2630498730900327
2018-06-04 12:28:59.000,25468588,0.34773949631828216,0.7874342016466443
2018-06-04 13:18:59.000,25468638,0.2477347730015041,-0.036223419431717876
2018-06-04 14:15:59.000,25468695,0.4054106616490815,-0.07939065022498462
2018-06-04 15:05:59.000,25468745,0.2215894049199928,0.04988928632260184
2018-06-04 15:07:59.000,25468747,0.24861577687727493,0.013740535768864443
