ethusdt_trade_datetime,ethusdt_trade_minute,predicted,return
2018-06-12 04:36:59.000,25479636,0.2774421521785433,0.2902993558166084
2018-06-12 04:56:59.000,25479656,0.2675342517481849,-0.08488512696492577
2018-06-12 05:30:59.000,25479690,0.24610120462405483,-0.15463657259127392
2018-06-12 06:25:59.000,25479745,0.21343638311464805,0.06542286219147608
2018-06-12 07:39:59.000,25479819,0.2538972750243536,0.1647053262493103
2018-06-12 08:22:59.000,25479862,0.28499050407472554,0.18029241316617142
2018-06-12 08:29:59.000,25479869,0.2220520199329297,0.06997167138809768
2018-06-12 08:48:59.000,25479888,0.6433215404759081,0.9964168644738208
2018-06-12 08:51:59.000,25479891,0.21656590539095577,0.07750373692076451
2018-06-12 11:11:59.000,25480031,0.342188185523252,0.016727854654994725
2018-06-12 11:36:59.000,25480056,0.25907233535010254,0.15091972455429506
2018-06-12 12:56:59.000,25480136,0.21824690830013654,-0.6896655371125612
2018-06-12 13:03:59.000,25480143,0.43230940297287956,0.1638420799229667
2018-06-12 13:22:59.000,25480162,0.23181583640687037,0.08786542701045111
2018-06-12 13:28:59.000,25480168,0.2558162468352132,0.09936357014148628
2018-06-12 14:09:59.000,25480209,0.24224884529991605,0.15282512928556527
2018-06-12 14:18:59.000,25480218,0.2620594381658376,0.10635102602316496
2018-06-12 14:42:59.000,25480242,0.24825961115676196,-0.2904725624273824
2018-06-12 14:50:59.000,25480250,0.2135953980730682,-0.09236014286533538
2018-06-12 16:21:59.000,25480341,0.31360581521797193,0.2695576856450077
2018-06-12 16:52:59.000,25480372,0.2198196724534993,0.8190176420300028
2018-06-12 16:58:59.000,25480378,0.2656924963421605,-0.047907622851171026
2018-06-12 17:08:59.000,25480388,0.2136915447679869,0.2975222400185148
2018-06-12 17:09:59.000,25480389,0.25377054832513424,-0.08458336545131409
2018-06-12 18:03:59.000,25480443,0.25371728121117854,-0.7596050129981163
2018-06-12 18:12:59.000,25480452,0.23239199413063538,-0.3444987775061125
2018-06-12 18:17:59.000,25480457,0.37158717388539486,0.5909040804676984
2018-06-12 18:20:59.000,25480460,0.22353577920773032,0.38702892716168535
2018-06-12 18:26:59.000,25480466,0.2828900652318696,-0.2763357432551534
2018-06-12 18:35:59.000,25480475,0.29247894910385225,0.01178662482840756
2018-06-12 18:37:59.000,25480477,0.21281805242772903,-0.22545575724310707
2018-06-12 18:59:59.000,25480499,0.25651261500788664,-0.2662247199904965
2018-06-12 19:12:59.000,25480512,0.8418305969232452,-0.9308172404709361
2018-06-12 19:20:59.000,25480520,0.4553653868303116,2.1519367067743542
2018-06-12 19:21:59.000,25480521,0.7372013618894824,1.5883010187315205
2018-06-12 19:23:59.000,25480523,0.28218104278321393,0.7438215102974819
2018-06-12 19:24:59.000,25480524,0.32568772782335853,0.22215969333659244
2018-06-12 19:25:59.000,25480525,0.5172956924454104,-0.380482104022275
2018-06-12 19:26:59.000,25480526,0.2303360885720342,-1.1424663622772688
2018-06-12 19:29:59.000,25480529,0.27147144417744046,-0.5399095741430864
2018-06-12 19:35:59.000,25480535,0.2562734744516297,0.4700108671136597
