btcusdt_trade_datetime,btcusdt_trade_minute,predicted,return,trade_threshold,trade_mins,trade_flag
2019-11-24 10:20:00+00:00,26243180,0.32846850330824123,0.26459156151916796,0.2,6,True
2019-11-24 10:21:00+00:00,26243181,0.29091337426160935,0.13081639956218202,0.2,6,False
2019-11-24 10:23:00+00:00,26243183,0.2890735516519212,0.224936624125986,0.2,6,False
2019-11-24 11:23:00+00:00,26243243,0.2256183465510241,0.153519901188817,0.2,6,True
2019-11-24 13:16:00+00:00,26243356,0.28388616647946346,0.210643584601541,0.2,6,True
2019-11-24 14:40:00+00:00,26243440,0.21249069425098255,-0.73722728765447,0.2,6,True
2019-11-24 14:45:00+00:00,26243445,0.2064045301687352,-0.685750912083968,0.2,6,False
2019-11-24 14:46:00+00:00,26243446,0.2604943434836338,-0.678817289309965,0.2,6,False
2019-11-24 14:51:00+00:00,26243451,0.32534561466963224,0.26866138012167795,0.2,6,True
2019-11-24 14:52:00+00:00,26243452,0.21331212747575434,0.12650669062881,0.2,6,False
2019-11-24 14:53:00+00:00,26243453,0.24192158297709013,0.236287909804026,0.2,6,False
2019-11-24 14:55:00+00:00,26243455,0.29573355301892296,-0.0746448202546708,0.2,6,False
2019-11-24 15:44:00+00:00,26243504,0.25344326307723963,-0.15881654894677635,0.2,6,True
2019-11-24 15:56:00+00:00,26243516,0.37621230297839114,-0.37879431548433395,0.2,6,True
2019-11-24 15:59:00+00:00,26243519,0.217003320678364,0.46813977309837995,0.2,6,False
2019-11-24 16:01:00+00:00,26243521,0.5321445957901724,0.7661194253188259,0.2,6,False
2019-11-24 16:02:00+00:00,26243522,0.5352410071275193,0.47286482961646703,0.2,6,False
2019-11-24 16:04:00+00:00,26243524,0.438801267299686,-0.1254971525947246,0.2,6,True
2019-11-24 16:16:00+00:00,26243536,0.5659007228331829,0.557307455303495,0.2,6,True
2019-11-24 16:18:00+00:00,26243538,0.2505668111803492,0.069980050271814,0.2,6,False
2019-11-24 16:20:00+00:00,26243540,0.5145339139812829,-0.1810840643865087,0.2,6,False
2019-11-24 16:25:00+00:00,26243545,0.3258799688977154,0.48663236207662797,0.2,6,True
2019-11-24 16:27:00+00:00,26243547,0.29209760435432247,0.389553837904032,0.2,6,False
2019-11-24 20:14:00+00:00,26243774,0.2171066890159742,0.42327186644067893,0.2,6,True
2019-11-24 23:08:00+00:00,26243948,0.2417564669017042,-0.061845663838042894,0.2,6,True
2019-11-24 23:11:00+00:00,26243951,0.2596406469049723,-0.01599063726011199,0.2,6,False
2019-11-24 23:54:00+00:00,26243994,0.31351588276753956,0.07050131925594799,0.2,6,True
2019-11-24 23:57:00+00:00,26243997,0.4388678758795268,-0.05461830581816189,0.2,6,False
2019-11-25 00:11:00+00:00,26244011,0.46626568387811657,0.008525350867750997,0.2,6,True
2019-11-25 00:30:00+00:00,26244030,0.4686016997010973,0.459692688760737,0.2,6,True
2019-11-25 00:38:00+00:00,26244038,0.2635311600445288,0.269367359788112,0.2,6,True
2019-11-25 00:44:00+00:00,26244044,0.207516936292724,-0.1600216554903496,0.2,6,False
2019-11-25 01:39:00+00:00,26244099,0.37228579314716653,0.02739246575603302,0.2,6,True
2019-11-25 01:40:00+00:00,26244100,0.4861232561201557,-0.2169164758578549,0.2,6,False
2019-11-25 01:41:00+00:00,26244101,0.7799821046525672,0.451951390774778,0.2,6,False
2019-11-25 01:42:00+00:00,26244102,0.7813295506297556,0.24094051163091,0.2,6,False
2019-11-25 01:43:00+00:00,26244103,0.4779650405201769,-0.255556002826753,0.2,6,False
2019-11-25 01:50:00+00:00,26244110,0.40523404958371223,0.020280543275909002,0.2,6,True
2019-11-25 01:51:00+00:00,26244111,0.32465832561025765,0.107154953571757,0.2,6,False
2019-11-25 04:04:00+00:00,26244244,0.2525669412716365,-0.1282539976518527,0.2,6,True
2019-11-25 04:13:00+00:00,26244253,0.3192103590418196,0.90143889419371,0.2,6,True
2019-11-25 05:11:00+00:00,26244311,0.3191436196479267,0.7851881608883929,0.2,6,True
2019-11-25 10:50:00+00:00,26244650,0.3902288976805371,0.04484765240310101,0.2,6,True
2019-11-25 10:58:00+00:00,26244658,1.0223624014588082,-0.0563468799966943,0.2,6,True
2019-11-25 11:00:00+00:00,26244660,0.624572973556152,0.192430158318649,0.2,6,False
2019-11-25 11:11:00+00:00,26244671,0.20094041473408578,-0.6999675684693191,0.2,6,True
2019-11-25 12:25:00+00:00,26244745,0.30131104551374893,2.57975895558367,0.2,6,True
2019-11-25 12:27:00+00:00,26244747,0.5139664462296972,1.18396146682029,0.2,6,False
2019-11-25 12:35:00+00:00,26244755,0.2911802058997522,-0.32841364488839997,0.2,6,True
2019-11-25 15:10:00+00:00,26244910,0.20950136274976405,0.268610586827319,0.2,6,True
2019-11-25 16:00:00+00:00,26244960,0.4024966046139954,0.404054846331689,0.2,6,True
2019-11-25 16:15:00+00:00,26244975,0.24842324805480503,-0.7169612355392451,0.2,6,True
2019-11-26 11:53:00+00:00,26246153,0.22558411911628135,0.7041555450818909,0.2,6,True
2019-11-26 21:07:00+00:00,26246707,0.31230450145827526,0.132173957786874,0.2,6,True
2019-11-27 09:01:00+00:00,26247421,0.21148017448121523,-0.982525454147343,0.2,6,True
2019-11-27 09:03:00+00:00,26247423,0.3028842044851682,-0.737615620262942,0.2,6,False
2019-11-27 09:04:00+00:00,26247424,0.2430577173176325,-0.47064330732626003,0.2,6,False
2019-11-27 09:09:00+00:00,26247429,0.3035503942430374,0.035318273628411,0.2,6,True
2019-11-27 09:36:00+00:00,26247456,0.2782454555523488,-0.2111932379741892,0.2,6,True
2019-11-27 11:35:00+00:00,26247575,0.389399495112663,1.67170904392522,0.2,6,True
2019-11-27 12:03:00+00:00,26247603,0.2593610973496896,1.1284055201915102,0.2,6,True
2019-11-27 16:06:00+00:00,26247846,0.23807138253386664,0.29762358112713305,0.2,6,True
2019-11-27 16:50:00+00:00,26247890,0.20339979547681455,0.440056153398931,0.2,6,True
2019-11-27 17:00:00+00:00,26247900,0.20816975155857326,-0.13849071576812488,0.2,6,True
2019-11-27 17:36:00+00:00,26247936,0.3467201430158505,0.35985097542049094,0.2,6,True
2019-11-27 18:16:00+00:00,26247976,0.22078823736332295,-0.294439298402151,0.2,6,True
2019-11-28 05:37:00+00:00,26248657,0.2036072993063418,-0.07216169628247149,0.2,6,True
