ethusdt_trade_date,daily_return,num_daily_trades,target_coin,model,target_col,start_days,training_mins,test_mins,optimal_buy_threshold,best_return
2018-06-14,16.726174828663662,8,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-06-15,-0.28957913432180327,1,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-06-16,-3.370872044248817,9,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-06-17,-0.0900316991965527,1,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-06-18,3.2601248247822427,9,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-06-19,-0.04076267645786737,4,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-06-20,2.097699137537259,4,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-06-22,23.051012235883093,43,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-06-23,-1.1447450572320463,1,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-06-24,6.886472466789565,16,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-06-25,-0.881117905369035,2,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-06-26,-1.124505124632863,3,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-06-27,-3.339317593005446,6,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-06-28,-0.44336265833171556,5,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-06-29,3.69125881839493,11,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-07-01,-0.2917947135204261,1,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-07-02,3.1243521161976875,5,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-07-03,0.030207241246860847,2,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-07-04,-1.430236484448963,5,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-07-05,-0.2708680518932607,1,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-07-06,-0.4494591627528191,2,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-07-07,7.009678906814679,5,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-07-10,1.5617723868441473,4,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-07-11,-0.19376044768139822,3,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-07-12,1.3182015256527078,3,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
2018-07-13,-0.9318648306730631,8,ethusdt,linear,futr_25_close_perc_chg,162,none,1440,0.6000000000000001,15.3225188961035
